292, 44.3
293, 44.44
294, 44.62
295, 44.98
296, 45.03
297, 45.19
298, 45.09
299, 45.54
300, 45.56
301, 45.84
302, 45.95
303, 46.46
304, 46.48
305, 46.63
306, 46.57
307, 46.81
308, 46.77
309, 46.97
310, 47.1
311, 47.25
312, 47.38
313, 47.57
314, 47.84
315, 47.74
316, 47.82
317, 48.24
318, 48.48
319, 48.54
320, 48.55
321, 48.67
322, 48.86
323, 49.03
324, 49.24
325, 49.38
326, 49.86
327, 49.85
328, 49.74
329, 49.89
330, 50.4
331, 50.16
332, 50.55
333, 50.6
334, 50.74
335, 50.9
336, 51.18
337, 51.33
338, 51.38
339, 51.35
340, 51.7
341, 51.88
342, 52.07
343, 52.21
344, 52.53
345, 52.57
346, 52.54
347, 52.89
348, 52.99
349, 53.05
350, 52.97
351, 53.41
352, 53.41
353, 53.51
354, 53.85
355, 53.99
356, 54.37
357, 54.17
358, 54.58
359, 54.25
360, 54.82
361, 54.73
362, 54.87
363, 55.19
364, 55.14
365, 55.32
366, 55.58
367, 55.7
368, 55.87
369, 56.11
370, 55.91
371, 56.28
372, 56.8
373, 56.64
374, 56.83
375, 56.73
376, 57.07
377, 57.04
378, 57.61
379, 57.46
380, 57.76
381, 57.74
382, 57.84
383, 58.06
384, 58.22
385, 58.37
386, 58.55
387, 58.55
388, 58.89
389, 59.21
390, 59.23
391, 59.16
392, 59.55
393, 59.51
394, 59.62
395, 59.55
396, 60
397, 60.32
398, 59.89
399, 60.1
400, 60.27
401, 60.57
402, 60.69
403, 60.72
404, 60.92
405, 60.96
406, 61.23
407, 61.03
408, 61.43
409, 61.47
410, 61.87
411, 61.94
412, 61.83
413, 62.46
414, 62.6
415, 62.31
416, 62.49
417, 62.74
418, 62.41
419, 62.71
420, 63.23
421, 63.16
422, 63.18
423, 63.2
424, 63.55
425, 63.74
426, 63.66
427, 63.81
428, 63.71
429, 64.17
430, 64.06
431, 64.29
432, 64.41
433, 64.46
434, 64.75
435, 64.66
436, 64.95
437, 65.12
438, 65.27
439, 65.36
440, 65.19
441, 65.41
442, 65.68
443, 65.68
444, 65.89
445, 65.99
446, 66.08
447, 66.23
448, 66.48
449, 66.33
450, 66.78
451, 66.85
452, 66.43
453, 66.92
454, 66.99
455, 67.09
456, 67.51
457, 67.41
458, 67.26
459, 67.89
460, 67.83
461, 68.19
462, 68.17
463, 68.01
464, 68.08
465, 68.28
466, 68.51
467, 68.66
468, 68.68
469, 68.69
470, 68.71
471, 68.97
472, 69.09
473, 69.19
474, 69.46
475, 69.33
476, 68.96
477, 69.99
478, 69.53
479, 69.71
480, 69.99
481, 70.12
482, 70.22
483, 70.19
484, 70.35
485, 70.57
486, 70.43
487, 70.69
488, 70.98
489, 70.42
490, 70.63
491, 70.83
492, 71.02
493, 71.31
494, 71.22
495, 71.25
496, 71.75
497, 71.32
498, 72
499, 71.6
500, 71.73
501, 71.82
502, 71.75
503, 72.35
504, 72.05
505, 72.46
506, 72.48
507, 72.53
508, 72.61
509, 72.96
510, 72.69
511, 72.83
512, 73.27
513, 73.14
514, 73.01
515, 73.3
516, 73.18
517, 73.5
518, 73.35
519, 73.81
520, 73.51
521, 73.52
522, 73.79
523, 74.04
524, 73.93
525, 74.03
526, 74.12
527, 74.17
528, 74.49
529, 74.34
530, 74.72
531, 74.45
532, 74.83
533, 74.64
534, 74.99
