TipoAntena,NAntenas,Caso,PotenciaAntena_W,PotenciaTotal_W,Modelo,TagDataset,NSnapshots,TiempoInicio_min,TiempoFin_min,UmbralCarbonizacion_C,TMaxDecision_C,TMaxDatos_C,TMaxMetadata_C,TMaxFullField_C,DifMaxMetadataVsDatos_C,DifMaxMetadataVsFullField_C,CorteSostenido_min,CarbonizacionSostenidaDesdeMin1,NExcesosTransitorios,TieneAdvertencia,MotivosAdvertencia,Clave
Monopolo,2,5,5,10,modelo_Monopolo_2ant,dset_c5_p5,21,0,20,120,101.692127504616,101.692127504616,101.692127504616,NaN,0,NaN,NaN,0,0,0,,monopolo|2|5|5
Monopolo,2,5,10,20,modelo_Monopolo_2ant,dset_c5_p10,21,0,20,120,116.111918783253,116.111918783253,116.111918783253,NaN,0,NaN,NaN,0,0,0,,monopolo|2|5|10
Monopolo,2,5,15,30,modelo_Monopolo_2ant,dset_c5_p15,21,0,20,120,119.961607875581,119.961607875581,119.961607875581,NaN,0,NaN,NaN,0,0,0,,monopolo|2|5|15
Monopolo,2,5,20,40,modelo_Monopolo_2ant,dset_c5_p20,21,0,20,120,132.256353053541,132.256353053541,132.256353053541,NaN,0,NaN,NaN,0,4,0,,monopolo|2|5|20
Monopolo,2,6,5,10,modelo_Monopolo_2ant,dset_c6_p5,21,0,20,120,124.885091494179,124.885091494179,124.885091494179,NaN,0,NaN,NaN,0,4,0,,monopolo|2|6|5
Monopolo,2,7,5,10,modelo_Monopolo_2ant,dset_c7_p5,21,0,20,120,102.968019043831,102.968019043831,102.968019043831,NaN,0,NaN,NaN,0,0,0,,monopolo|2|7|5
Monopolo,2,7,10,20,modelo_Monopolo_2ant,dset_c7_p10,21,0,20,120,116.036346365401,116.036346365401,116.036346365401,NaN,0,NaN,NaN,0,0,0,,monopolo|2|7|10
Monopolo,2,7,15,30,modelo_Monopolo_2ant,dset_c7_p15,21,0,20,120,123.819157100244,123.819157100244,123.819157100244,NaN,0,NaN,NaN,0,2,0,,monopolo|2|7|15
Monopolo,2,7,20,40,modelo_Monopolo_2ant,dset_c7_p20,21,0,20,120,130.11770768783,130.11770768783,130.11770768783,NaN,0,NaN,NaN,0,6,0,,monopolo|2|7|20
Monopolo,2,8,5,10,modelo_Monopolo_2ant,dset_c8_p5,21,0,20,120,127.938002909508,127.938002909508,127.938002909508,NaN,0,NaN,NaN,0,5,0,,monopolo|2|8|5
Monopolo,2,3,5,10,modelo_Monopolo_2ant,dset_c3_p5,21,0,20,120,112.294871022364,112.294871022364,112.294871022364,NaN,0,NaN,NaN,0,0,0,,monopolo|2|3|5
Monopolo,2,3,10,20,modelo_Monopolo_2ant,dset_c3_p10,21,0,20,120,125.014891972836,125.014891972836,125.014891972836,NaN,0,NaN,NaN,0,3,0,,monopolo|2|3|10
Monopolo,2,3,15,30,modelo_Monopolo_2ant,dset_c3_p15,21,0,20,120,132.212771217341,132.212771217341,132.212771217341,NaN,0,NaN,NaN,0,8,0,,monopolo|2|3|15
Monopolo,2,1,30,60,modelo_Monopolo_2ant,dset_c1_p30,21,0,20,120,127.009542558739,127.009542558739,127.009542558739,NaN,0,NaN,NaN,0,2,0,,monopolo|2|1|30
Monopolo,2,2,30,60,modelo_Monopolo_2ant,dset_c2_p30,21,0,20,120,110.976395341741,110.976395341741,110.976395341741,NaN,0,NaN,NaN,0,0,0,,monopolo|2|2|30
Monopolo,2,3,30,60,modelo_Monopolo_2ant,dset_c3_p30,21,0,20,120,137.560920203981,137.560920203981,137.560920203981,NaN,0,NaN,NaN,0,1,0,,monopolo|2|3|30
Monopolo,2,4,30,60,modelo_Monopolo_2ant,dset_c4_p30,21,0,20,120,114.138430065528,114.138430065528,114.138430065528,NaN,0,NaN,NaN,0,0,0,,monopolo|2|4|30
Monopolo,2,5,30,60,modelo_Monopolo_2ant,dset_c5_p30,21,0,20,120,146.030490757761,146.030490757761,146.030490757761,NaN,0,NaN,NaN,0,4,0,,monopolo|2|5|30
Monopolo,2,6,30,60,modelo_Monopolo_2ant,dset_c6_p30,21,0,20,120,111.294509231653,111.294509231653,111.294509231653,NaN,0,NaN,NaN,0,0,0,,monopolo|2|6|30
Monopolo,2,7,30,60,modelo_Monopolo_2ant,dset_c7_p30,21,0,20,120,137.79759002663,137.79759002663,137.79759002663,NaN,0,NaN,NaN,0,1,0,,monopolo|2|7|30
Monopolo,2,8,30,60,modelo_Monopolo_2ant,dset_c8_p30,21,0,20,120,124.685141522238,124.685141522238,124.685141522238,NaN,0,NaN,NaN,0,1,0,,monopolo|2|8|30
Monopolo,2,0,30,60,modelo_Monopolo_2ant,dset_c0_p30,21,0,20,500,386.50148348903,386.50148348903,386.50148348903,NaN,0,NaN,NaN,0,0,0,,monopolo|2|0|30
Doble_slot,1,5,5,5,modelo_Doble_slot_1ant,dset_c5_p5,21,0,20,120,100.019277439468,100.019277439468,100.019277439468,NaN,0,NaN,NaN,0,0,0,,doble_slot|1|5|5
Doble_slot,1,5,10,10,modelo_Doble_slot_1ant,dset_c5_p10,21,0,20,120,112.764677863007,112.764677863007,112.764677863007,NaN,0,NaN,NaN,0,0,0,,doble_slot|1|5|10
Doble_slot,1,5,15,15,modelo_Doble_slot_1ant,dset_c5_p15,21,0,20,120,119.062249379647,119.062249379647,119.062249379647,NaN,0,NaN,NaN,0,0,0,,doble_slot|1|5|15
Doble_slot,1,6,5,5,modelo_Doble_slot_1ant,dset_c6_p5,21,0,20,120,148.91247274446,148.91247274446,148.91247274446,NaN,0,NaN,NaN,0,4,0,,doble_slot|1|6|5
Doble_slot,1,7,5,5,modelo_Doble_slot_1ant,dset_c7_p5,21,0,20,120,102.844069540004,102.844069540004,102.844069540004,NaN,0,NaN,NaN,0,0,0,,doble_slot|1|7|5
Doble_slot,1,7,10,10,modelo_Doble_slot_1ant,dset_c7_p10,21,0,20,120,114.174966161811,114.174966161811,114.174966161811,NaN,0,NaN,NaN,0,0,0,,doble_slot|1|7|10
Doble_slot,1,7,15,15,modelo_Doble_slot_1ant,dset_c7_p15,21,0,20,120,125.315028574321,125.315028574321,125.315028574321,NaN,0,NaN,NaN,0,3,0,,doble_slot|1|7|15
Doble_slot,1,7,20,20,modelo_Doble_slot_1ant,dset_c7_p20,21,0,20,120,135.64523062611,135.64523062611,135.64523062611,NaN,0,NaN,NaN,0,3,0,,doble_slot|1|7|20
Doble_slot,1,7,25,25,modelo_Doble_slot_1ant,dset_c7_p25,21,0,20,120,123.088598719542,123.088598719542,123.088598719542,NaN,0,NaN,NaN,0,1,0,,doble_slot|1|7|25
Doble_slot,1,7,30,30,modelo_Doble_slot_1ant,dset_c7_p30,21,0,20,120,112.108702931825,112.108702931825,112.108702931825,NaN,0,NaN,NaN,0,0,0,,doble_slot|1|7|30
Doble_slot,1,7,35,35,modelo_Doble_slot_1ant,dset_c7_p35,21,0,20,120,120.088260021256,120.088260021256,120.088260021256,NaN,0,NaN,NaN,0,1,0,,doble_slot|1|7|35
Doble_slot,1,0,5,5,modelo_Doble_slot_1ant,dset_c0_p5,21,0,20,500,97.8711334044327,97.8711334044327,97.8711334044327,NaN,0,NaN,NaN,0,0,0,,doble_slot|1|0|5
Doble_slot,1,0,10,10,modelo_Doble_slot_1ant,dset_c0_p10,21,0,20,500,158.701940764364,158.701940764364,158.701940764364,NaN,0,NaN,NaN,0,0,0,,doble_slot|1|0|10
Doble_slot,1,1,5,5,modelo_Doble_slot_1ant,dset_c1_p5,21,0,20,120,105.213834916495,105.213834916495,105.213834916495,NaN,0,NaN,NaN,0,0,0,,doble_slot|1|1|5
Doble_slot,1,1,10,10,modelo_Doble_slot_1ant,dset_c1_p10,21,0,20,120,119.964077992044,119.964077992044,119.964077992044,NaN,0,NaN,NaN,0,0,0,,doble_slot|1|1|10
Doble_slot,1,3,5,5,modelo_Doble_slot_1ant,dset_c3_p5,21,0,20,120,109.129588196149,109.129588196149,109.129588196149,NaN,0,NaN,NaN,0,0,0,,doble_slot|1|3|5
Doble_slot,1,3,10,10,modelo_Doble_slot_1ant,dset_c3_p10,21,0,20,120,125.236312038569,125.236312038569,125.236312038569,NaN,0,NaN,20,0,4,0,,doble_slot|1|3|10
Doble_slot,1,3,15,15,modelo_Doble_slot_1ant,dset_c3_p15,21,0,20,120,119.613944035127,119.613944035127,119.613944035127,NaN,0,NaN,NaN,0,0,0,,doble_slot|1|3|15
Doble_slot,1,3,20,20,modelo_Doble_slot_1ant,dset_c3_p20,21,0,20,120,124.33060397215,124.33060397215,124.33060397215,NaN,0,NaN,NaN,0,2,0,,doble_slot|1|3|20
Doble_slot,2,5,5,10,modelo_Doble_slot_2ant,dset_c5_p5,21,0,20,120,105.133164828949,105.133164828949,105.133164828949,NaN,0,NaN,NaN,0,0,0,,doble_slot|2|5|5
Doble_slot,2,5,10,20,modelo_Doble_slot_2ant,dset_c5_p10,21,0,20,120,116.39602704603,116.39602704603,116.39602704603,NaN,0,NaN,NaN,0,0,0,,doble_slot|2|5|10
Doble_slot,2,5,15,30,modelo_Doble_slot_2ant,dset_c5_p15,21,0,20,120,127.308473275838,127.308473275838,127.308473275838,NaN,0,NaN,NaN,0,5,0,,doble_slot|2|5|15
Doble_slot,2,7,5,10,modelo_Doble_slot_2ant,dset_c7_p5,21,0,20,120,107.273746389431,107.273746389431,107.273746389431,NaN,0,NaN,NaN,0,0,0,,doble_slot|2|7|5
Doble_slot,2,7,10,20,modelo_Doble_slot_2ant,dset_c7_p10,21,0,20,120,121.196750232571,121.196750232571,121.196750232571,NaN,0,NaN,NaN,0,1,0,,doble_slot|2|7|10
Doble_slot,2,7,15,30,modelo_Doble_slot_2ant,dset_c7_p15,21,0,20,120,123.136037705758,123.136037705758,123.136037705758,NaN,0,NaN,NaN,0,3,0,,doble_slot|2|7|15
Doble_slot,2,7,20,40,modelo_Doble_slot_2ant,dset_c7_p20,21,0,20,120,125.233767861683,125.233767861683,125.233767861683,NaN,0,NaN,NaN,0,2,0,,doble_slot|2|7|20
Doble_slot,2,7,25,50,modelo_Doble_slot_2ant,dset_c7_p25,21,0,20,120,119.810117114289,119.810117114289,119.810117114289,NaN,0,NaN,NaN,0,0,0,,doble_slot|2|7|25
Doble_slot,2,7,30,60,modelo_Doble_slot_2ant,dset_c7_p30,21,0,20,120,146.840104544926,146.840104544926,146.840104544926,NaN,0,NaN,NaN,0,2,0,,doble_slot|2|7|30
Doble_slot,2,0,5,10,modelo_Doble_slot_2ant,dset_c0_p5,21,0,20,500,107.441580487759,107.441580487759,107.441580487759,NaN,0,NaN,NaN,0,0,0,,doble_slot|2|0|5
Doble_slot,2,0,10,20,modelo_Doble_slot_2ant,dset_c0_p10,21,0,20,500,177.786742482396,177.786742482396,177.786742482396,NaN,0,NaN,NaN,0,0,0,,doble_slot|2|0|10
Doble_slot,2,1,5,10,modelo_Doble_slot_2ant,dset_c1_p5,21,0,20,120,110.097997433101,110.097997433101,110.097997433101,NaN,0,NaN,NaN,0,0,0,,doble_slot|2|1|5
Doble_slot,2,1,10,20,modelo_Doble_slot_2ant,dset_c1_p10,21,0,20,120,122.596871355408,122.596871355408,122.596871355408,NaN,0,NaN,NaN,0,2,0,,doble_slot|2|1|10
Doble_slot,2,3,5,10,modelo_Doble_slot_2ant,dset_c3_p5,21,0,20,120,113.894751349511,113.894751349511,113.894751349511,NaN,0,NaN,NaN,0,0,0,,doble_slot|2|3|5
Doble_slot,2,3,10,20,modelo_Doble_slot_2ant,dset_c3_p10,21,0,20,120,128.741557617665,128.741557617665,128.741557617665,NaN,0,NaN,NaN,0,4,0,,doble_slot|2|3|10
Doble_slot,2,3,15,30,modelo_Doble_slot_2ant,dset_c3_p15,21,0,20,120,131.292895695202,131.292895695202,131.292895695202,NaN,0,NaN,NaN,0,1,0,,doble_slot|2|3|15
Doble_slot,2,3,20,40,modelo_Doble_slot_2ant,dset_c3_p20,21,0,20,120,116.57550508036,116.57550508036,116.57550508036,NaN,0,NaN,NaN,0,0,0,,doble_slot|2|3|20
Doble_slot,2,3,25,50,modelo_Doble_slot_2ant,dset_c3_p25,21,0,20,120,121.137510810145,121.137510810145,121.137510810145,NaN,0,NaN,NaN,0,1,0,,doble_slot|2|3|25
Doble_slot,2,3,30,60,modelo_Doble_slot_2ant,dset_c3_p30,21,0,20,120,126.786185443333,126.786185443333,126.786185443333,NaN,0,NaN,NaN,0,1,0,,doble_slot|2|3|30
Doble_slot,2,3,35,70,modelo_Doble_slot_2ant,dset_c3_p35,21,0,20,120,117.235974259453,117.235974259453,117.235974259453,NaN,0,NaN,NaN,0,0,0,,doble_slot|2|3|35
Doble_slot,2,3,40,80,modelo_Doble_slot_2ant,dset_c3_p40,21,0,20,120,118.275773189305,118.275773189305,118.275773189305,NaN,0,NaN,NaN,0,0,0,,doble_slot|2|3|40
Doble_slot,2,3,45,90,modelo_Doble_slot_2ant,dset_c3_p45,21,0,20,120,123.520679128374,123.520679128374,123.520679128374,NaN,0,NaN,NaN,0,2,0,,doble_slot|2|3|45
Doble_slot,2,3,50,100,modelo_Doble_slot_2ant,dset_c3_p50,21,0,20,120,126.685929241176,126.685929241176,126.685929241176,NaN,0,NaN,NaN,0,2,0,,doble_slot|2|3|50
Doble_slot,3,5,5,15,modelo_Doble_slot_3ant,dset_c5_p5,21,0,20,120,108.830336596388,108.830336596388,108.830336596388,NaN,0,NaN,NaN,0,0,0,,doble_slot|3|5|5
Doble_slot,3,5,10,30,modelo_Doble_slot_3ant,dset_c5_p10,21,0,20,120,121.079338140414,121.079338140414,121.079338140414,NaN,0,NaN,NaN,0,1,0,,doble_slot|3|5|10
Doble_slot,3,5,15,45,modelo_Doble_slot_3ant,dset_c5_p15,21,0,20,120,127.815570740011,127.815570740011,127.815570740011,NaN,0,NaN,NaN,0,3,0,,doble_slot|3|5|15
Doble_slot,3,7,5,15,modelo_Doble_slot_3ant,dset_c7_p5,21,0,20,120,109.56860382768,109.56860382768,109.56860382768,NaN,0,NaN,NaN,0,0,0,,doble_slot|3|7|5
Doble_slot,3,7,10,30,modelo_Doble_slot_3ant,dset_c7_p10,21,0,20,120,125.202700969522,125.202700969522,125.202700969522,NaN,0,NaN,NaN,0,1,0,,doble_slot|3|7|10
Doble_slot,3,0,5,15,modelo_Doble_slot_3ant,dset_c0_p5,21,0,20,500,118.949010540729,118.949010540729,118.949010540729,NaN,0,NaN,NaN,0,0,0,,doble_slot|3|0|5
Doble_slot,3,0,10,30,modelo_Doble_slot_3ant,dset_c0_p10,21,0,20,500,200.811010627033,200.811010627033,200.811010627033,NaN,0,NaN,NaN,0,0,0,,doble_slot|3|0|10
Doble_slot,3,1,5,15,modelo_Doble_slot_3ant,dset_c1_p5,21,0,20,120,112.120587706771,112.120587706771,112.120587706771,NaN,0,NaN,NaN,0,0,0,,doble_slot|3|1|5
Doble_slot,3,1,10,30,modelo_Doble_slot_3ant,dset_c1_p10,21,0,20,120,131.277435662121,131.277435662121,131.277435662121,NaN,0,NaN,NaN,0,5,0,,doble_slot|3|1|10
Doble_slot,3,3,5,15,modelo_Doble_slot_3ant,dset_c3_p5,21,0,20,120,118.888819018837,118.888819018837,118.888819018837,NaN,0,NaN,NaN,0,0,0,,doble_slot|3|3|5
Doble_slot,3,3,10,30,modelo_Doble_slot_3ant,dset_c3_p10,21,0,20,120,127.746797399755,127.746797399755,127.746797399755,NaN,0,NaN,NaN,0,3,0,,doble_slot|3|3|10
Doble_slot,3,3,15,45,modelo_Doble_slot_3ant,dset_c3_p15,21,0,20,120,128.415149254588,128.415149254588,128.415149254588,NaN,0,NaN,NaN,0,1,0,,doble_slot|3|3|15
Doble_slot,3,3,20,60,modelo_Doble_slot_3ant,dset_c3_p20,21,0,20,120,121.582023147099,121.582023147099,121.582023147099,NaN,0,NaN,NaN,0,1,0,,doble_slot|3|3|20
Doble_slot,3,3,25,75,modelo_Doble_slot_3ant,dset_c3_p25,21,0,20,120,131.852670726349,131.852670726349,131.852670726349,NaN,0,NaN,NaN,0,2,0,,doble_slot|3|3|25
Doble_slot,3,3,30,90,modelo_Doble_slot_3ant,dset_c3_p30,21,0,20,120,127.137687461946,127.137687461946,127.137687461946,NaN,0,NaN,NaN,0,1,0,,doble_slot|3|3|30
Doble_slot,4,5,5,20,modelo_Doble_slot_4ant,dset_c5_p5,21,0,20,120,107.322135615948,107.322135615948,107.322135615948,NaN,0,NaN,NaN,0,0,0,,doble_slot|4|5|5
Doble_slot,4,5,10,40,modelo_Doble_slot_4ant,dset_c5_p10,21,0,20,120,119.97625040535,119.97625040535,119.97625040535,NaN,0,NaN,NaN,0,0,0,,doble_slot|4|5|10
Doble_slot,4,5,15,60,modelo_Doble_slot_4ant,dset_c5_p15,21,0,20,120,118.119404035631,118.119404035631,118.119404035631,NaN,0,NaN,NaN,0,0,0,,doble_slot|4|5|15
Doble_slot,4,5,20,80,modelo_Doble_slot_4ant,dset_c5_p20,21,0,20,120,123.041650018035,123.041650018035,123.041650018035,NaN,0,NaN,NaN,0,2,0,,doble_slot|4|5|20
Doble_slot,4,5,25,100,modelo_Doble_slot_4ant,dset_c5_p25,21,0,20,120,127.150527158959,127.150527158959,127.150527158959,NaN,0,NaN,NaN,0,3,0,,doble_slot|4|5|25
Doble_slot,4,7,5,20,modelo_Doble_slot_4ant,dset_c7_p5,21,0,20,120,111.336746867959,111.336746867959,111.336746867959,NaN,0,NaN,NaN,0,0,0,,doble_slot|4|7|5
Doble_slot,4,7,10,40,modelo_Doble_slot_4ant,dset_c7_p10,21,0,20,120,122.064477538112,122.064477538112,122.064477538112,NaN,0,NaN,NaN,0,2,0,,doble_slot|4|7|10
Doble_slot,4,8,5,20,modelo_Doble_slot_4ant,dset_c8_p5,21,0,20,120,117.955947675726,117.955947675726,117.955947675726,NaN,0,NaN,NaN,0,0,0,,doble_slot|4|8|5
Doble_slot,4,8,10,40,modelo_Doble_slot_4ant,dset_c8_p10,21,0,20,120,117.347397595312,117.347397595312,117.347397595312,NaN,0,NaN,NaN,0,0,0,,doble_slot|4|8|10
Doble_slot,4,8,15,60,modelo_Doble_slot_4ant,dset_c8_p15,21,0,20,120,112.217322171125,112.217322171125,112.217322171125,NaN,0,NaN,NaN,0,0,0,,doble_slot|4|8|15
Doble_slot,4,8,20,80,modelo_Doble_slot_4ant,dset_c8_p20,21,0,20,120,113.920675437378,113.920675437378,113.920675437378,NaN,0,NaN,NaN,0,0,0,,doble_slot|4|8|20
Doble_slot,4,8,25,100,modelo_Doble_slot_4ant,dset_c8_p25,21,0,20,120,112.985059261715,112.985059261715,112.985059261715,NaN,0,NaN,NaN,0,0,0,,doble_slot|4|8|25
Doble_slot,4,0,5,20,modelo_Doble_slot_4ant,dset_c0_p5,21,0,20,500,116.40859612289,116.40859612289,116.40859612289,NaN,0,NaN,NaN,0,0,0,,doble_slot|4|0|5
Doble_slot,4,0,10,40,modelo_Doble_slot_4ant,dset_c0_p10,21,0,20,500,195.712700287762,195.712700287762,195.712700287762,NaN,0,NaN,NaN,0,0,0,,doble_slot|4|0|10
Doble_slot,4,1,5,20,modelo_Doble_slot_4ant,dset_c1_p5,21,0,20,120,116.310517237758,116.310517237758,116.310517237758,NaN,0,NaN,NaN,0,0,0,,doble_slot|4|1|5
Doble_slot,4,1,10,40,modelo_Doble_slot_4ant,dset_c1_p10,21,0,20,120,132.462639015421,132.462639015421,132.462639015421,NaN,0,NaN,NaN,0,6,0,,doble_slot|4|1|10
Doble_slot,4,3,5,20,modelo_Doble_slot_4ant,dset_c3_p5,21,0,20,120,116.823327953653,116.823327953653,116.823327953653,NaN,0,NaN,NaN,0,0,0,,doble_slot|4|3|5
Doble_slot,4,3,10,40,modelo_Doble_slot_4ant,dset_c3_p10,21,0,20,120,128.675425705608,128.675425705608,128.675425705608,NaN,0,NaN,NaN,0,5,0,,doble_slot|4|3|10
Monopolo,1,5,5,5,modelo_Monopolo_1ant,dset_c5_p5,21,0,20,120,95.9203500205548,95.9203500205548,95.9203500205548,NaN,0,NaN,NaN,0,0,0,,monopolo|1|5|5
Monopolo,1,5,10,10,modelo_Monopolo_1ant,dset_c5_p10,21,0,20,120,112.369490697013,112.369490697013,112.369490697013,NaN,0,NaN,NaN,0,0,0,,monopolo|1|5|10
Monopolo,1,5,15,15,modelo_Monopolo_1ant,dset_c5_p15,21,0,20,120,122.608479667123,122.608479667123,122.608479667123,NaN,0,NaN,NaN,0,2,0,,monopolo|1|5|15
Monopolo,1,5,20,20,modelo_Monopolo_1ant,dset_c5_p20,21,0,20,120,123.907227422645,123.907227422645,123.907227422645,NaN,0,NaN,NaN,0,2,0,,monopolo|1|5|20
Monopolo,1,6,5,5,modelo_Monopolo_1ant,dset_c6_p5,21,0,20,120,121.628572020112,121.628572020112,121.628572020112,NaN,0,NaN,NaN,0,1,0,,monopolo|1|6|5
Monopolo,1,6,10,10,modelo_Monopolo_1ant,dset_c6_p10,21,0,20,120,118.563345422443,118.563345422443,118.563345422443,NaN,0,NaN,NaN,0,0,0,,monopolo|1|6|10
Monopolo,1,7,5,5,modelo_Monopolo_1ant,dset_c7_p5,21,0,20,120,99.236225376518,99.236225376518,99.236225376518,NaN,0,NaN,NaN,0,0,0,,monopolo|1|7|5
Monopolo,1,7,10,10,modelo_Monopolo_1ant,dset_c7_p10,21,0,20,120,113.713825756711,113.713825756711,113.713825756711,NaN,0,NaN,NaN,0,0,0,,monopolo|1|7|10
Monopolo,1,7,15,15,modelo_Monopolo_1ant,dset_c7_p15,21,0,20,120,122.199042233226,122.199042233226,122.199042233226,NaN,0,NaN,NaN,0,2,0,,monopolo|1|7|15
Monopolo,1,7,20,20,modelo_Monopolo_1ant,dset_c7_p20,21,0,20,120,122.697633933522,122.697633933522,122.697633933522,NaN,0,NaN,NaN,0,2,0,,monopolo|1|7|20
Monopolo,1,8,5,5,modelo_Monopolo_1ant,dset_c8_p5,21,0,20,120,124.451249599199,124.451249599199,124.451249599199,NaN,0,NaN,NaN,0,1,0,,monopolo|1|8|5
Monopolo,1,8,10,10,modelo_Monopolo_1ant,dset_c8_p10,21,0,20,120,131.114303523216,131.114303523216,131.114303523216,NaN,0,NaN,NaN,0,2,0,,monopolo|1|8|10
Monopolo,1,8,15,15,modelo_Monopolo_1ant,dset_c8_p15,21,0,20,120,121.263980342024,121.263980342024,121.263980342024,NaN,0,NaN,NaN,0,1,0,,monopolo|1|8|15
Monopolo,1,8,20,20,modelo_Monopolo_1ant,dset_c8_p20,21,0,20,120,114.746534102072,114.746534102072,114.746534102072,NaN,0,NaN,NaN,0,0,0,,monopolo|1|8|20
Monopolo,1,8,25,25,modelo_Monopolo_1ant,dset_c8_p25,21,0,20,120,114.174595319491,114.174595319491,114.174595319491,NaN,0,NaN,NaN,0,0,0,,monopolo|1|8|25
Monopolo,1,8,30,30,modelo_Monopolo_1ant,dset_c8_p30,21,0,20,120,110.100685359161,110.100685359161,110.100685359161,NaN,0,NaN,NaN,0,0,0,,monopolo|1|8|30
Monopolo,1,8,35,35,modelo_Monopolo_1ant,dset_c8_p35,21,0,20,120,108.972868421931,108.972868421931,108.972868421931,NaN,0,NaN,NaN,0,0,0,,monopolo|1|8|35
Monopolo,1,8,40,40,modelo_Monopolo_1ant,dset_c8_p40,21,0,20,120,114.483795840147,114.483795840147,114.483795840147,NaN,0,NaN,NaN,0,0,0,,monopolo|1|8|40
Monopolo,1,8,45,45,modelo_Monopolo_1ant,dset_c8_p45,21,0,20,120,111.073142317894,111.073142317894,111.073142317894,NaN,0,NaN,NaN,0,0,0,,monopolo|1|8|45
Monopolo,1,8,50,50,modelo_Monopolo_1ant,dset_c8_p50,21,0,20,120,110.796931303022,110.796931303022,110.796931303022,NaN,0,NaN,NaN,0,0,0,,monopolo|1|8|50
