TipoAntena,NAntenas,Caso,PotenciaAntena_W,PotenciaTotal_W,NArchivosSTL,NArchivosDone,TieneRegistroSondas,TMinSTL_min,TMaxSTL_min,TiemposSTL,TMaxSondas_C,UmbralSTL_C,Estado,TieneAdvertencia,MotivosAdvertencia,RutaRelativa,RutaCompleta
Un_slot,2,4,20,40,20,21,1,1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",104.8485,55,REGISTRO_Y_STL,0,,Un_slot\2ant\Caso_4\Potencia_20W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Un_slot\2ant\Caso_4\Potencia_20W
Un_slot,2,4,25,50,19,20,1,1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,18,19,20",105.1838,55,REGISTRO_Y_STL,0,,Un_slot\2ant\Caso_4\Potencia_25W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Un_slot\2ant\Caso_4\Potencia_25W
Un_slot,2,4,30,60,20,21,1,1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",106.7597,55,REGISTRO_Y_STL,0,,Un_slot\2ant\Caso_4\Potencia_30W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Un_slot\2ant\Caso_4\Potencia_30W
Un_slot,2,4,35,70,20,21,1,1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",106.9341,55,REGISTRO_Y_STL,0,,Un_slot\2ant\Caso_4\Potencia_35W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Un_slot\2ant\Caso_4\Potencia_35W
Un_slot,2,4,40,80,20,21,1,1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",107.8346,55,REGISTRO_Y_STL,0,,Un_slot\2ant\Caso_4\Potencia_40W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Un_slot\2ant\Caso_4\Potencia_40W
Un_slot,2,4,45,90,17,18,1,1,20,"1,2,3,4,5,6,7,8,12,13,14,15,16,17,18,19,20",106.8656,55,REGISTRO_Y_STL,0,,Un_slot\2ant\Caso_4\Potencia_45W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Un_slot\2ant\Caso_4\Potencia_45W
Un_slot,2,4,50,100,18,19,1,1,20,"1,2,3,4,5,8,9,10,11,12,13,14,15,16,17,18,19,20",108.8328,55,REGISTRO_Y_STL,0,,Un_slot\2ant\Caso_4\Potencia_50W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Un_slot\2ant\Caso_4\Potencia_50W
Un_slot,3,0,5,15,20,21,1,1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",108.7855,55,REGISTRO_Y_STL,0,,Un_slot\3ant\Caso_0\Potencia_5W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Un_slot\3ant\Caso_0\Potencia_5W
Un_slot,3,0,10,30,20,21,1,1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",180.4332,55,REGISTRO_Y_STL,0,,Un_slot\3ant\Caso_0\Potencia_10W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Un_slot\3ant\Caso_0\Potencia_10W
Un_slot,3,3,5,15,20,21,1,1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",108.6603,55,REGISTRO_Y_STL,0,,Un_slot\3ant\Caso_3\Potencia_5W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Un_slot\3ant\Caso_3\Potencia_5W
Un_slot,3,3,10,30,16,17,1,1,18,"1,3,4,5,6,7,8,9,11,12,13,14,15,16,17,18",104.465,55,REGISTRO_Y_STL,0,,Un_slot\3ant\Caso_3\Potencia_10W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Un_slot\3ant\Caso_3\Potencia_10W
Un_slot,3,3,15,45,17,18,1,1,20,"1,2,3,4,5,6,7,9,10,11,12,13,14,17,18,19,20",105.279,55,REGISTRO_Y_STL,0,,Un_slot\3ant\Caso_3\Potencia_15W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Un_slot\3ant\Caso_3\Potencia_15W
Un_slot,4,0,5,20,20,21,1,1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",108.6434,55,REGISTRO_Y_STL,0,,Un_slot\4ant\Caso_0\Potencia_5W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Un_slot\4ant\Caso_0\Potencia_5W
Un_slot,4,0,10,40,20,21,1,1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",180.1501,55,REGISTRO_Y_STL,0,,Un_slot\4ant\Caso_0\Potencia_10W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Un_slot\4ant\Caso_0\Potencia_10W
Un_slot,4,3,5,20,20,21,1,1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",104.1661,55,REGISTRO_Y_STL,0,,Un_slot\4ant\Caso_3\Potencia_5W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Un_slot\4ant\Caso_3\Potencia_5W
Un_slot,4,3,10,40,18,19,1,1,20,"1,3,4,5,6,7,8,9,10,11,12,13,14,15,16,18,19,20",104.1423,55,REGISTRO_Y_STL,0,,Un_slot\4ant\Caso_3\Potencia_10W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Un_slot\4ant\Caso_3\Potencia_10W
Un_slot,4,3,15,60,20,21,1,1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",106.2082,55,REGISTRO_Y_STL,0,,Un_slot\4ant\Caso_3\Potencia_15W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Un_slot\4ant\Caso_3\Potencia_15W
Un_slot,4,3,20,80,19,20,1,1,20,"1,2,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",109.2457,55,REGISTRO_Y_STL,0,,Un_slot\4ant\Caso_3\Potencia_20W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Un_slot\4ant\Caso_3\Potencia_20W
Un_slot,4,3,25,100,20,21,1,1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",105.8116,55,REGISTRO_Y_STL,0,,Un_slot\4ant\Caso_3\Potencia_25W,C:\Users\emili\Downloads\modulos_tesis_refactor_limpio\modulos_tesis_refactor_limpio\DATASETS\distribuciones_stl\Un_slot\4ant\Caso_3\Potencia_25W
